,"2.0, 48.0","4.0, 0.0","4.0, 24.0","4.0, 56.0","5.0, 51.0"
2.85,4.825480880265021,7.129622931827598,-3.390986119493955,2.690182642870271,4.150345970822444
2.9,5.06377736321161,6.614608933894017,-3.622530303876305,2.806355195768731,4.366348921110775
2.95,5.38628585353867,6.116354143795837,-3.865151518168617,2.834663831321501,4.508923686923505
3.0,5.768803404475561,5.567610424798248,-4.05762595367637,2.832740835559371,4.588751799323245
3.05,6.2202463020203,4.974125718814648,-4.218117422379939,2.723648733065431,4.7664499683309645
3.1,6.73449475212426,4.362607405198137,-4.270269452929089,2.609586383177641,5.011067628780955
3.15,7.20935386709628,3.7192996560610476,-4.202215758765857,2.616903891331521,5.299059988342035
3.2,7.6716397617300105,3.1842903498981876,-4.161623865601453,2.7008314277011807,5.517126236396335
3.25,8.16659986492326,2.682060870287118,-4.144842523983904,2.816445601004951,5.686741289693255
3.3,8.69647084114414,2.255302625845368,-4.184826122289611,2.9537663433137706,5.821757087107565
3.35,9.28506351866281,1.9065704333619045,-4.245453002142973,3.133411954020521,5.940709278897285
3.4,9.837648303495019,1.5290698285918185,-4.183863250264555,3.284718141524861,6.124104200409785
3.45,10.280154195299971,1.1084082789167837,-4.028629013174645,3.467243690407651,6.348354468741955
3.5,10.59742645539402,0.7664445919445346,-3.8714071893741373,3.679861344294431,6.506614255471425
3.55,10.841653235655041,0.5367488549140766,-3.694427082269485,3.9036694831608307,6.594351241670795
3.6,11.00875349281562,0.39667141834719466,-3.505992254550145,4.099234266016791,6.618895924986535
3.65,11.06689977451867,0.26771714501680166,-3.352191041825045,4.185789763475661,6.582391095149815
3.7,11.078961057543541,0.12866032337212163,-3.222684558447795,4.315829332914831,6.599977463749785
3.75,11.07451955269989,0.003103216900574579,-3.115066405686595,4.421852544971441,6.665986185197825
3.8,10.96819904528147,-0.1287592566588125,-3.0059496580123453,4.645500434257101,6.716340655627455
3.85,10.799799558361912,-0.27120782765342244,-2.944612347998265,4.879769725546271,6.705504524969295
3.9,10.64491921469475,-0.3486367757955724,-2.978518974920905,4.9968676646295105,6.673000513790705
3.95,10.455026101488691,-0.46086440620725244,-3.020798624747835,5.077991137389861,6.625785866806255
4.0,10.26054790744198,-0.5760613588810624,-3.115084295103835,5.104862682228161,6.630418282275635
4.05,10.05650276407494,-0.7090522883352324,-3.225434887140925,5.099533785760521,6.631317305378105
4.1,9.81820208204013,-0.8708357105718625,-3.358760073122915,5.1106449226424004,6.602067520638305
4.15,9.62874077920392,-0.9215130423066125,-3.5632348848727853,5.152766567037041,6.471025490315325
4.2,9.566889730342101,-0.9372116301790223,-3.837432292387275,5.161175407853861,6.240710237740455
4.25,9.59354263049008,-1.0000224178906323,-4.0994346441215495,5.073837687843461,6.046859850417995
4.3,9.59793447978512,-1.0686507094258824,-4.354145576065503,4.896862664395801,5.900241110803135
4.35,9.61938716299381,-1.1201355243236923,-4.642884849600112,4.67247562678928,5.739927286817965
4.4,9.668925910248952,-1.1700737942342023,-4.913263468531668,4.548076535584291,5.630636475736005
4.45,9.660796445900381,-1.1633099371111824,-5.148234148068114,4.36621996502643,5.499170718769455
4.5,9.59114184421701,-1.1517673482856425,-5.411268175112062,4.251370473033201,5.351996951525265
4.55,9.566492343220201,-1.0696730966382222,-5.713434616783097,4.081883020266321,5.211911358170325
4.6,9.560116935585,-0.9051049169921324,-6.038038099446915,3.816616760296081,5.105979807974795
4.65,9.53691705979177,-0.7888804571883723,-6.307395748632355,3.553696077049161,4.995679340050815
4.7,9.59916377842045,-0.6950425216115923,-6.543740602491135,3.319880973888601,4.983928349206275
4.75,9.64932720910533,-0.5434014445452624,-6.711143716292305,3.132397384225441,4.965917658535565
4.8,9.622540798635029,-0.3899895976793124,-6.849294965176955,2.916517338345941,4.967007852956855
4.85,9.61621934575069,-0.2256061187684124,-6.937947448896785,2.646909508203991,4.968689566094535
4.9,9.56162720131426,-0.1606138764779823,-6.965943604737975,2.3127854843319207,5.021129843074035
4.95,9.461396985401581,-0.11309232748439246,-6.967781629963265,1.981511795850281,5.164441421045025
