,"0.0, 20.0","2.0, 46.0","3.0, 4.0","3.0, 11.0","3.0, 25.0","3.0, 49.0","3.0, 55.0","4.0, 41.0","5.0, 0.0","5.0, 16.0","5.0, 34.0"
-0.9,2.2485324225462247,1.2037232735364394,3.2318704609324005,-4.279852418396721,1.84372527929919,3.702226138761228,-0.7072748115713003,-1.3446328073080251,-2.703715106820295,-1.31660190184426,5.801053820762943
-0.85,2.09741937332592,1.1874628581825495,3.23120540880178,-3.873931146737889,1.923117500985926,3.896190537215825,-0.8294986602959804,-1.5848710165682451,-2.563574860405705,-1.33868338417142,5.726474485647573
-0.8,1.918499522511968,1.2465608169213396,3.2288916363385205,-3.526464940484934,2.021327059283083,4.052196187769125,-1.0313084926805505,-1.7592221749814552,-2.443112250801847,-1.4179558494114204,5.666798483338144
-0.75,1.660196786711661,1.3125603666022996,3.1709181820306105,-3.258004483842324,2.057941580828738,4.239711105644615,-1.1810019776423992,-1.9676114301237553,-2.272958066214694,-1.5221026688351902,5.607861102208903
-0.7,1.46109629274752,1.3816160672964592,2.9964584703548507,-2.9821796972641943,1.988211631635219,4.4474880013391545,-1.3205037526565393,-2.225558844866191,-2.052559836807694,-1.6300584366273503,5.559126137599513
-0.65,1.2389959235223356,1.4016833603529193,2.8780744905582805,-2.6941629700498644,1.7800660299392401,4.734240195015815,-1.4304263738069984,-2.427276706132884,-1.7966767340566892,-1.6602990513529003,5.491920789034284
-0.6,1.0565944843844008,1.3615950385569593,2.88482240138467,-2.4001607790437243,1.5806387298012001,5.003079788887765,-1.5578421820878052,-2.6143671044015653,-1.5126607594966466,-1.6296194428099704,5.312038108700354
-0.55,0.9214216035740309,1.3112749460960593,2.8716216707904905,-2.1204845799979846,1.45300201100989,5.264573268018355,-1.7570535029183825,-2.779806678751199,-1.2671007675034351,-1.6889903062802203,5.048041116171864
-0.5,0.84782585729747,1.2077543793272696,2.8828521282618405,-1.9252664376099546,1.38572225315939,5.517897450118415,-1.9664661354654493,-2.839522321642427,-1.037583255918383,-1.7174846937651802,4.770994535267174
-0.45,0.8371449269522949,1.1559851401913694,2.9025785831631703,-1.8311558038831546,1.3185548258861501,5.666974772219135,-2.2125386068111403,-2.8741220327685153,-0.8106641152255241,-1.7001664882197702,4.501431950318324
-0.4,0.851111035404021,1.1777869257690194,2.8952830762425203,-1.6457188574067443,1.2075319930235602,5.891325538406435,-2.3376209035384594,-2.8928396730071264,-0.49044867887200705,-1.6597770504307703,4.265004805274564
-0.35,0.861436760080756,1.1180908151136393,2.94887762480913,-1.5741590416791946,1.07226754149083,6.124761080416625,-2.3606442626925164,-2.8103598687691673,-0.12422704071704516,-1.4734540313655704,3.9799343206840634
-0.3,0.892092773695002,1.0512245248623993,3.0693875993287203,-1.5631844099002743,0.9619074953965201,6.346194152407225,-2.3425086446209074,-2.655828714854488,0.17251318039849495,-1.1394109450607601,3.661121825504713
-0.25,0.9803297105365019,1.0071148546324595,3.2521635187441706,-1.6236034786261544,0.8493871746807702,6.538267288134374,-2.2951962410657543,-2.388963842428713,0.32284022366697496,-0.8562429165063001,3.2705615395376135
